RULE,USER_ID,HIT_DATE,USER_LEVEL,USER_LEVEL_BADRATE,USER_TARGET
授信通过,ID20261122008540,2026-12-01,1,20.00%,0
授信通过,ID20261122010654,2026-12-01,1,20.00%,0
授信通过,ID20261125003624,2026-12-01,1,20.00%,0
授信通过,ID20261125001620,2026-12-01,1,20.00%,0
授信通过,ID20261125000853,2026-12-01,1,20.00%,0
授信通过,ID20261124010782,2026-12-01,1,20.00%,0
授信通过,ID20261124006608,2026-12-01,1,20.00%,0
授信通过,ID20261121012252,2026-10-01,1,20.00%,0
授信通过,ID20261123007165,2026-12-01,1,20.00%,0
授信通过,ID20261125001705,2026-12-01,1,20.00%,0
授信通过,ID20261125005338,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125003285,2026-12-01,1,20.00%,0
授信通过,ID20261125000349,2026-12-01,1,20.00%,0
授信通过,ID20261125000403,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125010151,2026-12-01,1,20.00%,0
授信通过,ID20261125009066,2026-12-01,1,20.00%,0
授信通过,ID20261125001707,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125005064,2026-12-01,1,20.00%,0
授信通过,ID20261128004505,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128001644,2026-12-01,1,20.00%,0
授信通过,ID20261128004390,2026-12-01,1,20.00%,0
授信通过,ID20261128000270,2026-12-01,1,20.00%,0
授信通过,ID20261128004913,2026-12-01,1,20.00%,0
授信通过,ID20261128003900,2026-12-01,1,20.00%,0
授信通过,ID20261125003143,2026-12-01,1,20.00%,0
授信通过,ID20261125002377,2026-12-01,1,20.00%,0
授信通过,ID20261125001579,2026-12-01,1,20.00%,0
授信通过,ID20261125006447,2026-12-01,1,20.00%,0
授信通过,ID20261128000792,2026-12-01,1,20.00%,0
授信通过,ID20261128009406,2026-12-01,1,20.00%,0
授信通过,ID20261128009196,2026-12-01,1,20.00%,0
授信通过,ID20261128000955,2026-12-01,1,20.00%,0
授信通过,ID20261128001857,2026-12-01,1,20.00%,0
授信通过,ID20261128007436,2026-12-01,1,20.00%,0
授信通过,ID20261128000397,2026-12-01,1,20.00%,0
授信通过,ID20261128002716,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128009504,2026-12-01,1,20.00%,0
授信通过,ID20261128003182,2026-12-01,1,20.00%,0
授信通过,ID20261128008623,2026-12-01,1,20.00%,0
授信通过,ID20261128002967,2026-12-01,1,20.00%,0
授信通过,ID20261128000092,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128007968,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261128004743,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128006145,2026-12-01,1,20.00%,0
授信通过,ID20261126010257,2026-12-01,1,20.00%,0
授信通过,ID20261127002595,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126000545,2026-12-01,1,20.00%,0
授信通过,ID20261126002775,2026-12-01,1,20.00%,0
授信通过,ID20261126010308,2026-12-01,1,20.00%,0
授信通过,ID20261127009686,2026-12-01,1,20.00%,0
授信通过,ID20261127005935,2026-12-01,1,20.00%,0
授信通过,ID20261127008542,2026-12-01,1,20.00%,0
授信通过,ID20261126001658,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127011979,2026-12-01,1,20.00%,0
授信通过,ID20261126000056,2026-12-01,1,20.00%,0
授信通过,ID20261126000554,2026-12-01,1,20.00%,0
授信通过,ID20261127011708,2026-12-01,1,20.00%,0
授信通过,ID20261126000755,2026-12-01,1,20.00%,0
授信通过,ID20261127006543,2026-12-01,1,20.00%,0
授信通过,ID20261126000794,2026-12-01,1,20.00%,0
授信通过,ID20261126006810,2026-12-01,1,20.00%,0
授信通过,ID20261127007393,2026-12-01,1,20.00%,0
授信通过,ID20261126000857,2026-12-01,1,20.00%,0
授信通过,ID20261126003166,2026-12-01,1,20.00%,0
授信通过,ID20261126007722,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126010551,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127002097,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261127005443,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126004056,2026-12-01,1,20.00%,0
授信通过,ID20261127007495,2026-12-01,1,20.00%,0
授信通过,ID20261126007660,2026-12-01,1,20.00%,0
授信通过,ID20261127011233,2026-12-01,1,20.00%,0
授信通过,ID20261127008352,2026-12-01,1,20.00%,0
授信通过,ID20261127004450,2026-12-01,1,20.00%,0
授信通过,ID20261126007067,2026-12-01,1,20.00%,0
授信通过,ID20261126011763,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126004203,2026-12-01,1,20.00%,0
授信通过,ID20261126001330,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261126004203,2026-12-01,1,20.00%,0
授信通过,ID20261126002956,2026-12-01,1,20.00%,0
授信通过,ID20261127000883,2026-12-01,1,20.00%,0
授信通过,ID20261127009578,2026-12-01,1,20.00%,0
授信通过,ID20261127000841,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126007087,2026-12-01,1,20.00%,0
授信通过,ID20261126003471,2026-12-01,1,20.00%,0
授信通过,ID20261127011527,2026-12-01,1,20.00%,0
授信通过,ID20261127008794,2026-12-01,1,20.00%,0
授信通过,ID20261127000908,2026-12-01,1,20.00%,0
授信通过,ID20261126004435,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127010486,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126003271,2026-12-01,1,20.00%,0
授信通过,ID20261124011500,2026-12-01,1,20.00%,0
授信通过,ID20261116004864,2026-10-01,1,20.00%,0
授信通过,ID20261124009230,2026-12-01,1,20.00%,0
授信通过,ID20261116006007,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261120002528,2026-11-01,1,20.00%,0
授信通过,ID20261119002014,2026-11-01,1,20.00%,0
授信通过,ID20261120005044,2026-11-01,1,20.00%,0
授信通过,ID20261120007130,2026-11-01,1,20.00%,0
授信通过,ID20261120006084,2026-11-01,1,20.00%,0
授信通过,ID20261120004537,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261120005123,2026-11-01,1,20.00%,0
授信通过,ID20261120004300,2026-11-01,1,20.00%,0
授信通过,ID20261116002983,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261116004045,2026-11-01,1,20.00%,0
授信通过,ID20261116008476,2026-11-01,1,20.00%,0
授信通过,ID20261119007793,2026-11-01,1,20.00%,0
授信通过,ID20261121007904,2026-11-01,1,20.00%,0
授信通过,ID20261120004839,2026-11-01,1,20.00%,0
授信通过,ID20261120004617,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261120008420,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261119006025,2026-11-01,1,20.00%,0
授信通过,ID20261120001986,2026-11-01,1,20.00%,0
授信通过,ID20261118006467,2026-11-01,1,20.00%,0
授信通过,ID20261116008580,2026-11-01,1,20.00%,0
授信通过,ID20261116003692,2026-11-01,1,20.00%,0
授信通过,ID20261119006976,2026-11-01,1,20.00%,0
授信通过,ID20261120005130,2026-11-01,1,20.00%,0
授信通过,ID20261116008655,2026-11-01,1,20.00%,0
授信通过,ID20261116002812,2026-11-01,1,20.00%,0
授信通过,ID20261116008296,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261119002735,2026-11-01,1,20.00%,0
授信通过,ID20261116008323,2026-11-01,1,20.00%,0
授信通过,ID20261119008100,2026-11-01,1,20.00%,0
授信通过,ID20261115007997,2026-11-01,1,20.00%,0
授信通过,ID20261115009646,2026-11-01,1,20.00%,0
授信通过,ID20261115004415,2026-11-01,1,20.00%,0
授信通过,ID20261115008738,2026-11-01,1,20.00%,0
授信通过,ID20261115003948,2026-11-01,1,20.00%,0
授信通过,ID20261115010108,2026-11-01,1,20.00%,0
授信通过,ID20261115005895,2026-11-01,1,20.00%,0
授信通过,ID20261115005809,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261118006186,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261117006132,2026-11-01,1,20.00%,0
授信通过,ID20261117003997,2026-11-01,1,20.00%,0
授信通过,ID20261117007488,2026-11-01,1,20.00%,0
授信通过,ID20261118005539,2026-11-01,1,20.00%,0
授信通过,ID20261117007864,2026-11-01,1,20.00%,0
授信通过,ID20261118002666,2026-11-01,1,20.00%,0
授信通过,ID20261118002539,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261118005075,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261118006159,2026-11-01,1,20.00%,0
授信通过,ID20261118004372,2026-11-01,1,20.00%,0
授信通过,ID20261118005247,2026-11-01,1,20.00%,0
授信通过,ID20261117003203,2026-11-01,1,20.00%,0
授信通过,ID20261117007065,2026-11-01,1,20.00%,0
授信通过,ID20261115009919,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261117002922,2026-11-01,1,20.00%,0
授信通过,ID20261115005315,2026-11-01,1,20.00%,0
授信通过,ID20261117007817,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261117003120,2026-11-01,1,20.00%,0
授信通过,ID20261117006842,2026-11-01,1,20.00%,0
授信通过,ID20261124000876,2026-12-01,1,20.00%,0
授信通过,ID20261122008560,2026-12-01,1,20.00%,0
授信通过,ID20261123000096,2026-12-01,1,20.00%,0
授信通过,ID20261124011644,2026-12-01,1,20.00%,0
授信通过,ID20261117007704,2026-11-01,1,20.00%,0
授信通过,ID20261122003818,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261123000211,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261123002646,2026-12-01,1,20.00%,0
授信通过,ID20261124000491,2026-12-01,1,20.00%,0
授信通过,ID20261123000167,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123004199,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123003210,2026-12-01,1,20.00%,0
授信通过,ID20261124004611,2026-12-01,1,20.00%,0
授信通过,ID20261123002605,2026-12-01,1,20.00%,0
授信通过,ID20261124011479,2026-12-01,1,20.00%,0
授信通过,ID20261123004434,2026-12-01,1,20.00%,0
授信通过,ID20261123002729,2026-12-01,1,20.00%,0
授信通过,ID20261124000571,2026-12-01,1,20.00%,0
授信通过,ID20261123002327,2026-12-01,1,20.00%,0
授信通过,ID20261123003911,2026-12-01,1,20.00%,0
授信通过,ID20261123006071,2026-12-01,1,20.00%,0
授信通过,ID20261123001170,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261121007576,2026-11-01,1,20.00%,0
授信通过,ID20261123000201,2026-12-01,1,20.00%,0
授信通过,ID20261123006922,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123002674,2026-12-01,1,20.00%,0
授信通过,ID20261123000063,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124000844,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124007133,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261122004774,2026-12-01,1,20.00%,0
授信通过,ID20261123010571,2026-12-01,1,20.00%,0
授信通过,ID20261122010603,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123005838,2026-12-01,1,20.00%,0
授信通过,ID20261121002816,2026-11-01,1,20.00%,0
授信通过,ID20261122008248,2026-12-01,1,20.00%,0
授信通过,ID20261123009247,2026-12-01,1,20.00%,0
授信通过,ID20261123000942,2026-12-01,1,20.00%,0
授信通过,ID20261124000564,2026-12-01,1,20.00%,0
授信通过,ID20261124004912,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124004665,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261122010661,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261124006439,2026-12-01,1,20.00%,0
授信通过,ID20261124002064,2026-12-01,1,20.00%,0
授信通过,ID20261123010705,2026-12-01,1,20.00%,0
授信通过,ID20261122006670,2026-12-01,1,20.00%,0
授信通过,ID20261123000039,2026-12-01,1,20.00%,0
授信通过,ID20261123009538,2026-12-01,1,20.00%,0
授信通过,ID20261123005592,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261123002438,2026-12-01,1,20.00%,0
授信通过,ID20261124006062,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123001303,2026-12-01,1,20.00%,0
授信通过,ID20261125005580,2026-12-01,1,20.00%,0
授信通过,ID20261125006291,2026-12-01,1,20.00%,0
授信通过,ID20261125005383,2026-12-01,1,20.00%,0
授信通过,ID20261125007660,2026-12-01,1,20.00%,0
授信通过,ID20261125007441,2026-12-01,1,20.00%,0
授信通过,ID20261125000716,2026-12-01,1,20.00%,0
授信通过,ID20261125011526,2026-12-01,1,20.00%,0
授信通过,ID20261125011507,2026-12-01,1,20.00%,0
授信通过,ID20261125004444,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125003598,2026-12-01,1,20.00%,0
授信通过,ID20261125004827,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125000934,2026-12-01,1,20.00%,0
授信通过,ID20261125009708,2026-12-01,1,20.00%,0
授信通过,ID20261125008897,2026-12-01,1,20.00%,0
授信通过,ID20261125007404,2026-12-01,1,20.00%,0
授信通过,ID20261128002583,2026-12-01,1,20.00%,0
授信通过,ID20261128000345,2026-12-01,1,20.00%,0
授信通过,ID20261128003838,2026-12-01,1,20.00%,0
授信通过,ID20261128003762,2026-12-01,1,20.00%,0
授信通过,ID20261128001339,2026-12-01,1,20.00%,0
授信通过,ID20261128000829,2026-12-01,1,20.00%,0
授信通过,ID20261128005756,2026-12-01,1,20.00%,0
授信通过,ID20261128005553,2026-12-01,1,20.00%,0
授信通过,ID20261128009123,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128001972,2026-12-01,1,20.00%,0
授信通过,ID20261128007549,2026-12-01,1,20.00%,0
授信通过,ID20261128000447,2026-12-01,1,20.00%,0
授信通过,ID20261128009659,2026-12-01,1,20.00%,0
授信通过,ID20261128003826,2026-12-01,1,20.00%,0
授信通过,ID20261128006322,2026-12-01,1,20.00%,0
授信通过,ID20261128009364,2026-12-01,1,20.00%,0
授信通过,ID20261128004012,2026-12-01,1,20.00%,0
授信通过,ID20261128004225,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127007666,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127000431,2026-12-01,1,20.00%,0
授信通过,ID20261126005422,2026-12-01,1,20.00%,0
授信通过,ID20261126002795,2026-12-01,1,20.00%,0
授信通过,ID20261126005081,2026-12-01,1,20.00%,0
授信通过,ID20261127011006,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127012214,2026-12-01,1,20.00%,0
授信通过,ID20261126007594,2026-12-01,1,20.00%,0
授信通过,ID20261126007736,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261127009531,2026-12-01,1,20.00%,0
授信通过,ID20261127010990,2026-12-01,1,20.00%,0
授信通过,ID20261126005024,2026-12-01,1,20.00%,0
授信通过,ID20261127009633,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261127011985,2026-12-01,1,20.00%,0
授信通过,ID20261127011351,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126004904,2026-12-01,1,20.00%,0
授信通过,ID20261127007353,2026-12-01,1,20.00%,0
授信通过,ID20261127006188,2026-12-01,1,20.00%,0
授信通过,ID20261127005221,2026-12-01,1,20.00%,0
授信通过,ID20261126000844,2026-12-01,1,20.00%,0
授信通过,ID20261126007783,2026-12-01,1,20.00%,0
授信通过,ID20261127003513,2026-12-01,1,20.00%,0
授信通过,ID20261127002340,2026-12-01,1,20.00%,0
授信通过,ID20261126000615,2026-12-01,1,20.00%,0
授信通过,ID20261126003658,2026-12-01,1,20.00%,0
授信通过,ID20261127000325,2026-12-01,1,20.00%,0
授信通过,ID20261127008036,2026-12-01,1,20.00%,0
授信通过,ID20261126002295,2026-12-01,1,20.00%,0
授信通过,ID20261127003321,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261127007842,2026-12-01,1,20.00%,0
授信通过,ID20261126004973,2026-12-01,1,20.00%,0
授信通过,ID20261126010394,2026-12-01,1,20.00%,0
授信通过,ID20261126005822,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126009753,2026-12-01,1,20.00%,0
授信通过,ID20261126009307,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261126010670,2026-12-01,1,20.00%,0
授信通过,ID20261126011159,2026-12-01,1,20.00%,0
授信通过,ID20261126011327,2026-12-01,1,20.00%,0
授信通过,ID20261127012052,2026-12-01,1,20.00%,0
授信通过,ID20261127009821,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261126011712,2026-12-01,1,20.00%,0
授信通过,ID20261127005165,2026-12-01,1,20.00%,0
授信通过,ID20261127011161,2026-12-01,1,20.00%,0
授信通过,ID20261127007178,2026-12-01,1,20.00%,0
授信通过,ID20261127001141,2026-12-01,1,20.00%,0
授信通过,ID20261126007427,2026-12-01,1,20.00%,0
授信通过,ID20261126011055,2026-12-01,1,20.00%,0
授信通过,ID20261127000338,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261120004433,2026-11-01,1,20.00%,0
授信通过,ID20261120001648,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261120008493,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261120008493,2026-11-01,1,20.00%,0
授信通过,ID20261119002467,2026-11-01,1,20.00%,0
授信通过,ID20261120007546,2026-11-01,1,20.00%,0
授信通过,ID20261120005725,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261119002221,2026-11-01,1,20.00%,0
授信通过,ID20261119003963,2026-11-01,1,20.00%,0
授信通过,ID20261120005204,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261116005130,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261116003401,2026-11-01,1,20.00%,0
授信通过,ID20261116005971,2026-11-01,1,20.00%,0
授信通过,ID20261120005079,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261118002609,2026-11-01,1,20.00%,0
授信通过,ID20261120005942,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261120002736,2026-11-01,1,20.00%,0
授信通过,ID20261120003633,2026-11-01,1,20.00%,0
授信通过,ID20261120001916,2026-11-01,1,20.00%,0
授信通过,ID20261120007285,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261120007324,2026-11-01,1,20.00%,0
授信通过,ID20261119002579,2026-11-01,1,20.00%,0
授信通过,ID20261119001961,2026-11-01,1,20.00%,0
授信通过,ID20261119007690,2026-11-01,1,20.00%,0
授信通过,ID20261116003183,2026-11-01,1,20.00%,0
授信通过,ID20261116009241,2026-11-01,1,20.00%,0
授信通过,ID20261119004595,2026-11-01,1,20.00%,0
授信通过,ID20261119006028,2026-11-01,1,20.00%,0
授信通过,ID20261116007118,2026-11-01,1,20.00%,0
授信通过,ID20261121002155,2026-11-01,1,20.00%,0
授信通过,ID20261116009193,2026-11-01,1,20.00%,0
授信通过,ID20261116004624,2026-11-01,1,20.00%,0
授信通过,ID20261116005784,2026-11-01,1,20.00%,0
授信通过,ID20261120008442,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261116006771,2026-11-01,1,20.00%,0
授信通过,ID20261119003714,2026-11-01,1,20.00%,0
授信通过,ID20261120008462,2026-11-01,1,20.00%,0
授信通过,ID20261120008506,2026-11-01,1,20.00%,0
授信通过,ID20261121010372,2026-11-01,1,20.00%,0
授信通过,ID20261115004009,2026-11-01,1,20.00%,0
授信通过,ID20261119003701,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261119006539,2026-11-01,1,20.00%,0
授信通过,ID20261115008299,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261115007213,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261115008322,2026-11-01,1,20.00%,0
授信通过,ID20261115004962,2026-11-01,1,20.00%,0
授信通过,ID20261117006825,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261117003797,2026-11-01,1,20.00%,0
授信通过,ID20261117004178,2026-11-01,1,20.00%,0
授信通过,ID20261118008193,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261117004777,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261118006111,2026-11-01,1,20.00%,0
授信通过,ID20261117003853,2026-11-01,1,20.00%,0
授信通过,ID20261118002648,2026-11-01,1,20.00%,0
授信通过,ID20261118002617,2026-11-01,1,20.00%,0
授信通过,ID20261118007134,2026-11-01,1,20.00%,0
授信通过,ID20261118003362,2026-11-01,1,20.00%,0
授信通过,ID20261117005043,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261118006657,2026-11-01,1,20.00%,0
授信通过,ID20261118008434,2026-11-01,1,20.00%,0
授信通过,ID20261115005815,2026-11-01,1,20.00%,0
授信通过,ID20261117006399,2026-11-01,1,20.00%,0
授信通过,ID20261115004944,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261117007174,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261115009149,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261117005682,2026-11-01,1,20.00%,0
授信通过,ID20261115003894,2026-11-01,1,20.00%,0
授信通过,ID20261117004902,2026-11-01,1,20.00%,0
授信通过,ID20261115005140,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261117004076,2026-11-01,1,20.00%,0
授信通过,ID20261117007934,2026-11-01,1,20.00%,0
授信通过,ID20261117005298,2026-11-01,1,20.00%,0
授信通过,ID20261115004556,2026-11-01,1,20.00%,0
授信通过,ID20261124000508,2026-12-01,1,20.00%,0
授信通过,ID20261123000243,2026-12-01,1,20.00%,0
授信通过,ID20261124004837,2026-12-01,1,20.00%,0
授信通过,ID20261123002566,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123007166,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261122010320,2026-12-01,1,20.00%,0
授信通过,ID20261123000099,2026-12-01,1,20.00%,0
授信通过,ID20261124010423,2026-12-01,1,20.00%,0
授信通过,ID20261124007027,2026-12-01,1,20.00%,0
授信通过,ID20261123002100,2026-12-01,1,20.00%,0
授信通过,ID20261124005612,2026-12-01,1,20.00%,0
授信通过,ID20261124003600,2026-12-01,1,20.00%,0
授信通过,ID20261123000191,2026-12-01,1,20.00%,0
授信通过,ID20261115008567,2026-11-01,1,20.00%,0
授信通过,ID20261122010366,2026-12-01,1,20.00%,0
授信通过,ID20261122010349,2026-12-01,1,20.00%,0
授信通过,ID20261121011990,2026-11-01,1,20.00%,0
阿里欺诈分>=95,ID20261117005083,2026-11-01,1,20.00%,0
授信通过,ID20261124002267,2026-12-01,1,20.00%,0
授信通过,ID20261124004648,2026-12-01,1,20.00%,0
授信通过,ID20261124008736,2026-12-01,1,20.00%,0
授信通过,ID20261121005122,2026-11-01,1,20.00%,0
百度欺诈分>=90,ID20261124005191,2026-12-01,1,20.00%,0
授信通过,ID20261123003771,2026-12-01,1,20.00%,0
授信通过,ID20261124000654,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261122004915,2026-12-01,1,20.00%,0
授信通过,ID20261122006863,2026-12-01,1,20.00%,0
授信通过,ID20261121003037,2026-11-01,1,20.00%,0
授信通过,ID20261123003332,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261122004490,2026-12-01,1,20.00%,0
授信通过,ID20261124011588,2026-12-01,1,20.00%,0
授信通过,ID20261123010212,2026-12-01,1,20.00%,0
授信通过,ID20261122004052,2026-12-01,1,20.00%,0
授信通过,ID20261123002533,2026-12-01,1,20.00%,0
授信通过,ID20261124005368,2026-12-01,1,20.00%,0
授信通过,ID20261123009695,2026-12-01,1,20.00%,0
授信通过,ID20261123004912,2026-12-01,1,20.00%,0
授信通过,ID20261123010517,2026-12-01,1,20.00%,0
授信通过,ID20261123010671,2026-12-01,1,20.00%,0
授信通过,ID20261122004907,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261121011373,2026-11-01,1,20.00%,0
授信通过,ID20261123007571,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261123008421,2026-12-01,1,20.00%,0
授信通过,ID20261122003517,2026-12-01,1,20.00%,0
授信通过,ID20261124006842,2026-12-01,1,20.00%,0
授信通过,ID20261121002780,2026-11-01,1,20.00%,0
授信通过,ID20261122003640,2026-12-01,1,20.00%,0
授信通过,ID20261122004606,2026-12-01,1,20.00%,0
授信通过,ID20261122008767,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261122008555,2026-12-01,1,20.00%,0
授信通过,ID20261125000503,2026-12-01,1,20.00%,0
授信通过,ID20261125000607,2026-12-01,1,20.00%,0
授信通过,ID20261125005761,2026-12-01,1,20.00%,0
授信通过,ID20261125010018,2026-12-01,1,20.00%,0
授信通过,ID20261125005160,2026-12-01,1,20.00%,0
授信通过,ID20261125000764,2026-12-01,1,20.00%,0
授信通过,ID20261125003612,2026-12-01,1,20.00%,0
授信通过,ID20261125004806,2026-12-01,1,20.00%,0
授信通过,ID20261125010364,2026-12-01,1,20.00%,0
授信通过,ID20261125000378,2026-12-01,1,20.00%,0
授信通过,ID20261125000495,2026-12-01,1,20.00%,0
授信通过,ID20261125005504,2026-12-01,1,20.00%,0
授信通过,ID20261125000453,2026-12-01,1,20.00%,0
授信通过,ID20261125004805,2026-12-01,1,20.00%,0
授信通过,ID20261125005401,2026-12-01,1,20.00%,0
授信通过,ID20261125003809,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125005599,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125003960,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261125011215,2026-12-01,1,20.00%,0
授信通过,ID20261125000728,2026-12-01,1,20.00%,0
授信通过,ID20261125000862,2026-12-01,1,20.00%,0
授信通过,ID20261125004763,2026-12-01,1,20.00%,0
授信通过,ID20261128005482,2026-12-01,1,20.00%,0
授信通过,ID20261128008377,2026-12-01,1,20.00%,0
授信通过,ID20261128000220,2026-12-01,1,20.00%,0
授信通过,ID20261128008525,2026-12-01,1,20.00%,0
授信通过,ID20261128003439,2026-12-01,1,20.00%,0
授信通过,ID20261128004793,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128000872,2026-12-01,1,20.00%,0
授信通过,ID20261128000100,2026-12-01,1,20.00%,0
授信通过,ID20261128004841,2026-12-01,1,20.00%,0
授信通过,ID20261128000163,2026-12-01,1,20.00%,0
授信通过,ID20261128001598,2026-12-01,1,20.00%,0
百度欺诈分>=90,ID20261128004789,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128000924,2026-12-01,1,20.00%,0
授信通过,ID20261128001007,2026-12-01,1,20.00%,0
授信通过,ID20261128000317,2026-12-01,1,20.00%,0
授信通过,ID20261128003791,2026-12-01,1,20.00%,0
授信通过,ID20261128000408,2026-12-01,1,20.00%,0
阿里欺诈分>=95,ID20261128000077,2026-12-01,1,20.00%,0
授信通过,ID20261128009627,2026-12-01,1,20.00%,0
授信通过,ID20261128006794,2026-12-01,1,20.00%,0
授信通过,ID20261128004483,2026-12-01,1,20.00%,0
授信通过,ID20261128009439,2026-12-01,1,20.00%,0
授信通过,ID20261128009361,2026-12-01,1,20.00%,0
授信通过,ID20261128002058,2026-12-01,1,20.00%,0
授信通过,ID20261126003814,2026-12-01,1,20.00%,0
授信通过,ID20261126010219,2026-12-01,1,20.00%,0
授信通过,ID20261126009535,2026-12-01,1,20.00%,0
授信通过,ID20261127010798,2026-12-01,1,20.00%,0
授信通过,ID20261128002164,2026-12-01,1,20.00%,0
